"https://techcrunch.com/feed/","99","{""emoji"":{""char"":""📰""}}"
"https://news.crunchbase.com/feed/","97","{""emoji"":{""char"":""💰""}}"
"https://www.producthunt.com/feed","95","{""emoji"":{""char"":""🚀""}}"
"https://www.lennysnewsletter.com/feed","93","{""emoji"":{""char"":""✉️""}}"
"https://www.saastr.com/feed/","91","{""emoji"":{""char"":""📈""}}"
"https://www.gong.io/blog/rss.xml","89","{""emoji"":{""char"":""🎯""}}"
"https://blog.hubspot.com/sales/rss.xml","87","{""emoji"":{""char"":""🟠""}}"
"https://community.n8n.io/latest.rss","70","{""emoji"":{""char"":""🔗""}}"
"https://community.retool.com/latest.rss","68","{""emoji"":{""char"":""🛠""}}"
"https://forum.bubble.io/latest.rss","66","{""emoji"":{""char"":""🫧""}}"
"https://meta.discourse.org/latest.rss","64","{""emoji"":{""char"":""💬""}}"
"https://news.ycombinator.com/rss","62","{""emoji"":{""char"":""🟧""}}"
"https://blog.cloudflare.com/rss/","60","{""emoji"":{""char"":""☁️""}}"
"https://github.com/OWNER/REPO/releases.atom","50","{""emoji"":{""char"":""🐙""}}"
